id_municipio,sigla_uf,domicilios,populacao,area,taxa_alfabetizacao,idade_mediana,razao_sexo,indice_envelhecimento,populacao_indigena,populacao_indigena_terra_indigena,populacao_quilombola,populacao_quilombola_territorio_quilombola
2301604,CE,7745,21651,1155,0.74367,34,98.04,69.54,9,0,0,0
2305100,CE,1916,5639,91,0.78626,34,100,57.62,0,0,0,0
2311801,CE,26409,72844,1611,0.84547,34,94.56,53.49,29,0,257,0
2302701,CE,8972,25083,1083,0.77355,34,92.43,62.82,79,0,0,0
2302305,CE,11009,32731,842,0.80623,34,100.97,48.14,29,0,273,0
2311009,CE,4214,12065,1311,0.77501,34,101.05,59.08,1542,0,234,0
2300903,CE,4548,12915,544,0.79717,34,101.06,60.37,13,0,0,0
2307205,CE,2620,7846,368,0.7849,34,99.16,57.84,1,0,0,0
2311231,CE,2131,5965,409,0.77145,34,103.34,61.07,0,0,0,0
2307403,CE,8224,23871,940,0.75765,34,96.26,62.93,10,0,0,0
2302404,CE,18079,50355,2835,0.75663,34,98.55,64.85,475,0,61,0
2305357,CE,7177,21361,421,0.81953,34,101.17,49.59,6,0,0,0
2310100,CE,3378,10234,129,0.82224,34,100.2,58.14,7,0,0,0
2304459,CE,5938,17253,285,0.80925,34,97.11,55.96,17,0,5,0
2304657,CE,4832,13801,259,0.73554,34,102.01,56.68,10,0,0,0
2301208,CE,8711,25547,644,0.76891,34,99.27,55.6,3,0,0,0
2304236,CE,6103,17476,696,0.7358,34,99.71,58.32,5,0,84,59
2301109,CE,26020,75026,1227,0.84664,34,95.73,52.33,176,0,1013,273
2303659,CE,3432,10441,784,0.7713,34,100.23,63.88,69,0,0,0
2310308,CE,11134,31394,2314,0.74105,34,96.3,66.54,18,0,354,0
2311702,CE,6583,18602,373,0.78265,34,102.46,60.88,1,0,0,0
2304905,CE,4009,10901,156,0.7976,34,98.11,64.83,28,0,0,0
2310407,CE,3566,10365,539,0.78252,34,102.18,62.46,29,0,0,0
5300108,DF,988191,2792811,5761,0.97228,34,91.06,46.53,5584,0,304,0
3203007,ES,10716,28562,461,0.90312,34,97.44,49.9,12,0,0,0
3204302,ES,5115,13654,595,0.87366,34,99.5,51.61,6,0,875,0
3204906,ES,45226,122598,2346,0.92782,34,97.48,46.58,828,0,6085,1142
3204559,ES,14711,41618,735,0.93009,34,102.77,45.9,22,0,0,0
3202454,ES,9296,25369,240,0.87909,34,100.06,51.75,45,0,0,0
3200607,ES,32774,94445,1420,0.94999,34,97.95,42.07,7415,4661,0,0
3202652,ES,5025,13652,185,0.89061,34,102.48,49.04,2,0,0,0
3204054,ES,7801,21501,433,0.87051,34,97.74,45.56,89,0,125,0
3205101,ES,25552,70622,312,0.94415,34,102.59,42.04,148,0,19,0
5220702,GO,1012,2914,1612,0.84458,34,115.38,48.01,7,0,0,0
5220504,GO,2944,7933,5522,0.92817,34,107.74,49.13,2,0,0,0
5219738,GO,2634,7381,135,0.94682,34,94.83,42.07,56,0,0,0
5207907,GO,4313,13395,3695,0.89326,34,110.86,39.31,28,0,2470,0
5204706,GO,4635,12489,1065,0.94252,34,100.35,47.86,2,0,0,0
5214838,GO,4685,12709,7309,0.87156,34,106.39,44.23,126,0,0,0
5209705,GO,9707,27625,952,0.94963,34,102.19,45.99,50,0,0,0
5220686,GO,2002,5725,347,0.85871,34,101.05,43.58,35,0,145,0
5221197,GO,2820,7935,107,0.92727,34,98.4,44.76,23,0,0,0
5208400,GO,4923,13876,167,0.92915,34,100.68,40.13,11,0,0,0
5205513,GO,8982,24853,1785,0.90908,34,105.37,42.25,21,0,0,0
5205521,GO,1489,4013,1708,0.88289,34,106.99,45.69,16,0,447,0
5205109,GO,42424,113909,3826,0.96656,34,99.64,47.95,281,0,0,0
5201504,GO,1567,4318,2899,0.92797,34,106.05,40.25,0,0,0,0
2103109,MA,3206,10195,285,0.86798,34,104.82,50.8,10,0,2268,0
2108405,MA,3782,11107,398,0.84679,34,100.76,52.67,2,0,1801,0
2110807,MA,1415,4398,2033,0.77442,34,105.99,52.67,1,0,0,0
3144375,MG,1299,3517,469,0.90948,34,104.29,48.51,0,0,0,0
3162708,MG,7694,23902,1926,0.79354,34,98.29,63.65,14,0,0,0
3152006,MG,11154,30918,2551,0.92672,34,97.65,55.51,112,0,63,0
3152131,MG,1272,3742,603,0.8509,34,104.31,49.94,0,0,0,0
3107307,MG,16839,47877,3207,0.91942,34,97.51,51.48,11,0,312,0
3150158,MG,3187,8520,109,0.88403,34,103.31,51.06,2,0,0,0
3136009,MG,4681,13851,1664,0.78904,34,101.25,63.79,12,0,327,0
3136652,MG,10650,30517,97,0.94896,34,100.29,47.85,76,0,0,0
3130101,MG,15895,45760,111,0.95211,34,98.2,43.13,65,0,0,0
3149150,MG,3497,10383,1526,0.8175,34,105.86,51.75,17,0,909,0
3158953,MG,16720,44762,276,0.96421,34,97.57,35.78,16,0,31,0
3106705,MG,146858,411186,344,0.96381,34,94.06,41.16,759,0,110,0
3100609,MG,4467,12557,1320,0.77599,34,102.59,60.26,6,0,2,0
3135456,MG,2081,6098,284,0.81668,34,96.9,55.02,7,0,1398,82
3138674,MG,2436,6946,145,0.8984,34,105.86,49.38,7,0,5,0
3148707,MG,7450,24223,1595,0.86136,34,96.51,61.83,2,0,0,0
3152170,MG,3750,10873,1212,0.81045,34,104.41,63.71,0,0,2,0
3155603,MG,9260,28170,3118,0.82176,34,103.1,54.01,7,0,213,0
3151206,MG,19076,55163,550,0.95301,34,95.14,50.24,42,0,0,0
3115458,MG,2489,7027,419,0.81353,34,97.69,48.33,7,0,248,0
3157609,MG,1236,3519,2917,0.86091,34,110.77,55.04,3,0,133,0
3140530,MG,2997,8392,113,0.88984,34,100.86,54.04,1,0,0,0
3161700,MG,2691,7340,2693,0.90898,34,104.92,51.44,4,0,0,0
3102050,MG,2176,5752,104,0.91001,34,101.22,58.66,0,0,0,0
3128907,MG,2922,8455,367,0.93727,34,105.33,61.23,18,0,0,0
3167103,MG,7317,21754,1218,0.8754,34,100.11,62.45,37,0,1876,275
3120151,MG,1890,5260,966,0.76481,34,109.18,59.98,0,0,0,0
3140001,MG,21714,60862,1194,0.95466,34,94.6,50.15,59,0,218,0
3129707,MG,3810,10916,562,0.92708,34,102.55,55.81,3,0,0,0
3106606,MG,1499,4444,428,0.77428,34,107.7,55.35,694,671,310,0
3154150,MG,2790,7847,152,0.91707,34,102.37,47.35,4,0,0,0
3125002,MG,1363,3867,104,0.94426,34,100.99,54.88,2,0,0,0
3157807,MG,75910,218588,235,0.96301,34,91.34,49.86,207,0,1607,0
3141801,MG,8231,24351,1812,0.81226,34,98.19,56.34,2,0,2865,0
3138658,MG,3028,8786,259,0.83924,34,101.05,63.03,5,0,166,0
3131158,MG,5747,15946,113,0.91599,34,112.58,57.84,2,0,0,0
3145307,MG,9071,26858,1703,0.78883,34,98.07,56.02,21,0,0,0
3169703,MG,7436,19918,1153,0.8932,34,100.58,55.46,5,0,0,0
3121001,MG,1818,5465,310,0.92349,34,96.37,56.57,1,0,2,0
3153608,MG,3961,11451,124,0.9599,34,95.37,47.6,61,0,0,0
3146909,MG,4768,13838,554,0.93332,34,98.63,49.23,4,0,0,0
3167608,MG,7016,19663,487,0.88337,34,104.58,48.37,14,0,103,0
3127073,MG,1613,4639,763,0.72725,34,105.17,62.48,0,0,0,0
3150703,MG,2043,5484,338,0.91886,34,105.53,48.55,9,0,0,0
3170404,MG,31515,85538,8445,0.94351,34,100.32,49.32,32,0,23,0
5002704,MS,325840,891135,8083,0.97095,34,92.22,49.3,18343,0,727,435
5001508,MS,2917,7889,3358,0.92702,34,105.91,48.6,43,0,4,0
5005806,MS,4652,13204,3909,0.91863,34,106.72,45.76,2122,1430,253,135
5007554,MS,2514,6989,6142,0.91537,34,106.37,39.87,13,0,0,0
5005004,MS,8341,23788,2126,0.93223,34,98.17,52.83,735,0,0,0
5002308,MS,4235,11494,5804,0.93469,34,100.61,43.99,139,66,0,0
5002159,MS,3045,8520,2592,0.91111,34,104.56,44.64,599,102,0,0
5002803,MS,1717,5024,2943,0.9271,34,100.4,49.21,18,0,0,0
5000708,MS,8575,24093,2913,0.91024,34,98.45,50.79,2716,0,3,0
5004403,MS,3130,8334,5761,0.91507,34,107.15,48.05,17,0,0,0
5000856,MS,3977,10693,1284,0.91525,34,104.36,45.98,24,0,0,0
5006259,MS,1796,4719,849,0.89695,34,103.93,49.76,20,0,0,0
5006200,MS,17569,48308,4771,0.9404,34,97.1,44.44,38,0,0,0
5004700,MS,10296,27714,2003,0.9347,34,100.04,50.8,57,0,0,0
5005681,MS,7048,18818,478,0.91225,34,91.91,53.47,52,0,4,0
5007703,MS,3668,10953,839,0.87343,34,98.81,50.17,221,105,0,0
5103056,MT,3395,9586,3844,0.93321,34,107.01,42.27,7,0,0,0
5106802,MT,2049,5541,6847,0.93844,34,105.17,42.68,16,0,0,0
5104807,MT,10288,28422,2430,0.9335,34,98.38,42.88,25,0,0,0
5105622,MT,9863,26528,1085,0.91925,34,99.74,44.61,27,0,0,0
5103205,MT,11741,31222,3112,0.93129,34,101.08,48.5,199,0,0,0
5101308,MT,3812,10533,417,0.90498,34,101.06,47.14,9,0,0,0
5106505,MT,10381,31184,17157,0.88882,34,107.24,46.6,110,0,3445,191
5106158,MT,4935,13579,9557,0.93495,34,118.72,32.53,33,0,0,0
5101258,MT,5498,14664,1640,0.90574,34,96.78,44.61,9,0,0,0
5103403,MT,232201,646568,4327,0.9673,34,94.36,41.79,1462,0,431,0
5106315,MT,736,2015,4395,0.92943,34,108.16,41.4,42,0,89,0
5106372,MT,6654,17947,3842,0.90463,34,103.97,43.43,129,0,0,0
5107404,MT,1515,4181,344,0.87104,34,100.81,39.34,4,0,0,0
5104906,MT,2548,7420,1114,0.8295,34,109.24,57.58,0,0,0,0
2505279,PB,1759,5254,86,0.68576,34,101.61,60.32,1,0,0,0
2512804,PB,2832,8491,263,0.78656,34,101.64,57.94,1,0,9,0
2516003,PB,9096,26675,233,0.76755,34,92.62,63.16,9,0,0,0
2505501,PB,1197,3641,60,0.7909,34,101.49,54.66,0,0,0,0
2501500,PB,7524,23040,256,0.75037,34,99.9,56.59,8,0,0,0
2503704,PB,22352,62813,563,0.86278,34,93.29,61.08,31,0,0,0
2505303,PB,739,2287,218,0.77166,34,108.93,54.61,0,0,2,0
2515930,PB,1716,5054,32,0.82341,34,94.38,62.11,14,0,0,0
2514602,PB,1100,3241,154,0.79506,34,97.44,52.9,0,0,0,0
2501534,PB,1729,4758,50,0.77006,34,96.37,67.74,2,0,0,0
2502102,PB,1733,5206,169,0.75783,34,100.35,59.55,9,0,0,0
2503209,PB,22773,66264,30,0.91478,34,90.66,43.74,275,0,0,0
2508505,PB,2420,6877,267,0.82041,34,97.39,58.01,2,0,442,0
2513356,PB,1057,3221,328,0.73019,34,109,47.37,0,0,0,0
2504108,PB,754,2312,59,0.78503,34,109.99,55.14,2,0,0,0
2512721,PB,1948,5763,74,0.74452,34,103.03,57.72,12,0,0,0
2501153,PB,673,2005,114,0.76311,34,103.97,58.53,0,0,0,0
2503506,PB,5426,16052,165,0.70047,34,95.71,61.84,9,0,0,0
2507804,PB,2324,6783,180,0.81344,34,98.05,56.87,3,0,0,0
2513000,PB,1110,3355,179,0.75217,34,105.58,59.86,2,0,0,0
2511400,PB,6560,18304,668,0.81699,34,94.87,60.83,5,0,30,0
2506806,PB,6077,17637,262,0.74787,34,96.16,60.75,7,0,370,306
2502805,PB,4646,13596,401,0.76922,34,94.55,52.57,3,0,0,0
2505352,PB,1788,4980,186,0.67268,34,100.81,60.27,0,0,0,0
2510709,PB,860,2463,123,0.79637,34,97.36,54.41,4,0,0,0
2515906,PB,1636,4882,65,0.72011,34,96.26,60.28,11,0,0,0
2509602,PB,1573,4313,117,0.77306,34,97.36,61.71,1,0,0,0
2505600,PB,2097,6299,272,0.75096,34,96.84,56.59,0,0,592,49
2507309,PB,4970,14449,257,0.74971,34,95.21,56.79,26,0,0,0
2510808,PB,36246,102435,473,0.87181,34,88.91,50.64,77,0,0,0
2501807,PB,28049,82556,28,0.87224,34,90.44,44.46,316,0,0,0
2516102,PB,4780,13877,578,0.86287,34,98.32,54.43,5,0,0,0
2500304,PB,8782,26006,322,0.72553,34,94.22,58.51,8,0,946,395
2516508,PB,4973,14063,628,0.80789,34,96.29,59.96,11,0,2,0
2516805,PB,3172,9879,224,0.80794,34,101.43,67.77,3,0,142,0
2504009,PB,147149,417053,592,0.91972,34,89.79,52.31,469,0,0,0
2510105,PB,3577,9712,48,0.80096,34,92.1,63.06,6,0,0,0
2504801,PB,5086,14604,372,0.74242,34,98.2,58.74,0,0,437,0
2506400,PB,4535,13757,340,0.70915,34,99.05,51.9,2,0,0,0
2504207,PB,1452,4491,527,0.745,34,99.16,55.11,8,0,0,0
2506301,PB,19743,57020,162,0.85251,34,93.25,48.82,75,0,3,0
2512747,PB,1016,2927,85,0.73601,34,99.8,59.62,0,0,20,0
2502706,PB,1393,4201,26,0.75639,34,100.38,57.88,6,0,0,0
2512754,PB,1597,4690,40,0.7707,34,95.99,55.86,0,0,412,260
2512903,PB,8204,24546,465,0.80432,34,94.12,50.06,6169,4905,0,0
2514503,PB,6659,18998,687,0.78745,34,100.35,61.59,2,0,0,0
2514107,PB,1701,4260,813,0.72295,34,103.19,62.51,6,0,255,0
2508208,PB,2630,7812,84,0.74938,34,98.5,60.63,9,0,0,0
2503605,PB,2258,6602,124,0.75029,34,99.76,55.3,2,0,0,0
2512762,PB,1597,4737,40,0.70757,34,97.01,52.41,0,0,0,0
2500734,PB,792,2234,122,0.80058,34,103.09,50.6,90,0,0,0
2505907,PB,974,3001,248,0.73957,34,101.67,51.88,0,0,0,0
2612307,PE,4791,13782,252,0.74217,34,91.18,57.09,28,0,257,0
2603900,PE,6798,18642,428,0.79789,34,95.94,55.51,16,0,1175,0
2603405,PE,1795,5228,179,0.77517,34,92.92,55.2,3,0,4,0
2600609,PE,4882,13535,214,0.79,34,100.5,58.94,136,0,1819,0
2603603,PE,2555,7747,39,0.79674,34,95.51,56.36,18,0,0,0
2614501,PE,22722,64030,253,0.82083,34,91.46,56.43,91,0,0,0
2600708,PE,12258,35719,273,0.78282,34,94.13,49.41,17,0,0,0
2602506,PE,2882,7712,106,0.80561,34,98.71,57,6,0,13,0
2615201,PE,2839,8918,319,0.84508,34,104.92,54.07,12,0,0,0
2613701,PE,39423,111034,264,0.88232,34,91.1,41.91,102,0,2,0
2605400,PE,7693,21426,108,0.7825,34,92.07,52.13,22,0,59,0
2606804,PE,40513,114954,307,0.8989,34,90.85,40.52,194,0,3,0
2611705,PE,7743,20638,314,0.7574,34,96.92,57.62,8,0,46,0
2614709,PE,4827,13077,228,0.73324,34,107.18,53.15,0,0,0,0
2611309,PE,9861,27549,240,0.79418,34,95,47.91,38,0,251,0
2609709,PE,7391,21758,139,0.77103,34,94.58,60.55,13,0,0,0
2603504,PE,6305,17389,72,0.77174,34,94.19,55.08,10,0,0,0
2602902,PE,71735,202831,445,0.89814,34,92.43,40.85,184,0,996,0
2611804,PE,11917,33489,290,0.81485,34,90.11,49.2,28,0,0,0
2616407,PE,48335,133715,337,0.84651,34,89.69,49.46,191,0,706,0
2209302,PI,1714,5332,1185,0.81728,34,105.63,51.63,0,0,0,0
2208809,PI,5671,17119,1251,0.74819,34,94.83,50.98,18,0,194,0
2205201,PI,6047,17515,867,0.68917,34,95.29,55.35,15,0,6,0
2201002,PI,1533,4519,683,0.76251,34,100.98,64.34,0,0,0,0
2207959,PI,1372,4076,910,0.77281,34,109.24,48.01,2,0,41,0
2200277,PI,1595,4629,244,0.70787,34,99.05,53.69,1,0,0,0
2203354,PI,2264,7048,1006,0.76194,34,106.2,55.57,5,0,0,0
2207900,PI,12132,37876,1544,0.75197,34,99.42,61.95,22,0,0,0
2201408,PI,2177,6631,159,0.76637,34,94.1,56.25,0,0,0,0
2208650,PI,2882,8738,1283,0.79281,34,102.64,58.49,174,114,1008,176
2203909,PI,20941,61742,3408,0.898,34,90.57,53.08,181,0,52,0
2201507,PI,8691,26251,1589,0.74752,34,100.17,54.32,2,0,598,0
2205540,PI,1011,2939,68,0.79922,34,102.13,57.37,3,0,0,0
2201945,PI,2096,6545,270,0.78434,34,97.85,56.08,3,0,0,0
2204352,PI,1932,5434,441,0.73369,34,100.77,54.42,0,0,0,0
2202737,PI,1287,4113,484,0.77947,34,106.16,51.55,2,0,0,0
2205532,PI,1524,4425,1272,0.719,34,112.13,49.74,0,0,0,0
2204501,PI,3336,10232,1027,0.8656,34,96.33,51.08,26,0,6,0
2208403,PI,21718,65507,1407,0.80824,34,94.49,56.66,1366,0,841,0
2200509,PI,5523,17194,1152,0.77908,34,96.11,52.83,17,0,944,177
2208007,PI,28842,82568,577,0.86286,34,92.03,50.3,80,0,34,0
2200806,PI,1040,3145,645,0.83052,34,102.7,57.28,8,0,0,0
2207009,PI,13501,38077,2703,0.82674,34,93.29,55.94,41,0,513,0
2210052,PI,1669,4838,319,0.69866,34,102.3,54.04,0,0,0,0
2202075,PI,1047,3107,514,0.8096,34,101.43,63.75,0,0,0,0
2206001,PI,1545,4722,677,0.82693,34,94.8,56.59,5,0,0,0
2207934,PI,812,2453,871,0.8024,34,108.48,50.37,0,0,186,54
2207108,PI,894,2637,184,0.77918,34,99.77,54.91,8,0,0,0
2202406,PI,3620,11084,572,0.77064,34,96.32,58.92,24,0,0,0
2208601,PI,1091,3042,197,0.73844,34,102.4,66.3,3,0,0,0
2202117,PI,1597,4614,658,0.69647,34,107.37,47.65,1,0,389,0
2201101,PI,3663,10861,1220,0.81095,34,102.08,52.33,12,0,0,0
2211001,PI,279882,862981,1391,0.92875,34,88.01,47.64,993,0,7,0
4122206,PR,13318,37481,811,0.93144,34,104.31,38.2,3,0,0,0
4113304,PR,11861,31950,674,0.94601,34,96.99,53.18,122,72,0,0
4127106,PR,26428,74699,1383,0.9588,34,97.68,44.65,32,0,0,0
4108320,PR,2863,8111,322,0.90631,34,99.85,62.48,12,0,0,0
4104253,PR,10871,30136,275,0.95848,34,99.44,40.46,21,0,0,0
4117503,PR,16552,45932,171,0.94854,34,97.05,45.34,33,0,0,0
4127007,PR,3326,9513,903,0.95571,34,103.26,51.55,4,0,0,0
4125100,PR,4908,13707,720,0.93698,34,106.34,48.94,9,0,0,0
4107900,PR,3872,10454,158,0.94588,34,95.77,47.23,6,0,0,0
4122404,PR,25778,71189,459,0.95152,34,94.8,56.73,37,0,0,0
4128203,PR,19982,54817,720,0.97393,34,95.21,57.01,51,0,0,0
4104428,PR,5317,14959,1513,0.92556,34,101.49,44.82,20,0,427,0
4121703,PR,8972,24441,1636,0.89689,34,102.6,50.48,7,0,0,0
4127502,PR,7030,19922,2978,0.93179,34,100.9,45.27,8,0,0,0
4108403,PR,36858,95376,735,0.96251,34,97.36,53.16,52,0,0,0
4103040,PR,2239,6302,620,0.90763,34,105.81,49.55,2,0,0,0
4117305,PR,8744,24074,2430,0.88268,34,103.23,49.67,857,775,0,0
4120804,PR,8463,24151,180,0.97035,34,98.97,42.63,45,0,0,0
4100301,PR,3633,10169,192,0.93275,34,106.39,52.15,11,0,0,0
4105003,PR,3371,10288,580,0.91483,34,103.71,57.68,0,0,0,0
4120903,PR,11136,30610,822,0.92056,34,99.78,50.1,79,0,0,0
4128633,PR,2067,5696,777,0.86545,34,108.53,50.29,0,0,177,121
4111407,PR,4584,13186,608,0.93892,34,106.54,49.75,3,0,288,0
4119400,PR,8304,23605,1345,0.95571,34,98.5,51.7,12,0,0,0
4105201,PR,5839,16126,1341,0.86177,34,107.86,53.07,4,0,0,0
4114401,PR,5914,16586,1055,0.92343,34,98.81,49.75,1008,867,0,0
4122156,PR,4824,13911,681,0.93498,34,107,42.74,0,0,0,0
4107736,PR,2163,6255,407,0.92888,34,104.95,50.97,2,0,0,0
4108452,PR,1781,4926,235,0.92074,34,97.51,51.21,7,0,14,0
4111902,PR,5506,15022,475,0.93759,34,97.98,51.62,11,0,0,0
3304144,RJ,51217,140327,76,0.96241,34,91.19,46.85,95,0,0,0
3302403,RJ,92716,246134,1217,0.96546,34,93.6,40.58,337,0,0,0
3305554,RJ,29321,79896,265,0.95328,34,93.13,52.67,95,0,0,0
3302007,RJ,42279,116492,283,0.95842,34,95.27,49.39,169,0,0,0
3306156,RJ,3627,10200,202,0.89763,34,104.84,53.77,12,0,0,0
2405603,RN,4962,13974,331,0.8034,34,99.44,52.84,8,0,0,0
2409605,RN,780,2433,295,0.75397,34,105.82,61.43,0,0,0,0
2401404,RN,2780,8819,247,0.82876,34,103.62,43.26,558,0,0,0
2409704,RN,2064,6237,953,0.75568,34,105.13,58.98,0,0,200,180
2411700,RN,1295,3790,191,0.76118,34,93.37,57.05,0,0,0,0
2409100,RN,3791,10851,42,0.77747,34,96.22,54.07,6,0,0,0
2411106,RN,1090,3191,126,0.77533,34,104.86,64.35,0,0,0,0
2412302,RN,3718,11119,341,0.77503,34,97.22,62.95,1,0,0,0
2400406,RN,991,2946,51,0.79082,34,95.88,58.75,0,0,0,0
2409407,RN,10776,30221,260,0.87041,34,93.03,55.91,8,0,76,0
2407005,RN,3002,9067,167,0.78213,34,98.86,60.09,21,0,1121,0
2403251,RN,90152,252375,124,0.94908,34,89.26,43.42,342,0,1142,0
2406700,RN,3211,9849,677,0.81811,34,96.93,65.95,2,0,0,0
2413508,RN,2245,6417,193,0.74033,34,103.67,60.88,0,0,0,0
2405900,RN,754,2075,88,0.77939,34,99.04,53.76,0,0,0,0
2405504,RN,795,2428,254,0.78594,34,102.24,56.5,102,0,0,0
2407609,RN,1432,4271,143,0.75883,34,95.52,58.78,2,0,0,0
2412609,RN,5875,16750,240,0.81116,34,94.6,56.99,11,0,0,0
2414100,RN,3396,10251,224,0.77852,34,98.88,56.48,0,0,0,0
2400703,RN,4210,12450,191,0.83868,34,95.12,42.18,0,0,0,0
2413300,RN,1929,5674,97,0.72963,34,97.88,58.05,2,0,0,0
2414605,RN,4678,13575,873,0.77774,34,103.46,48.65,0,0,0,0
2406403,RN,869,2548,112,0.81232,34,104.05,53.45,2,0,0,0
2400208,RN,19231,56426,1303,0.82327,34,94.64,47.76,135,0,753,0
2402501,RN,3234,9671,518,0.80261,34,101.16,45.89,6,0,0,0
1100601,RO,1483,4145,1962,0.88078,34,106.26,46.5,0,0,0,0
1100015,RO,7695,21440,7067,0.91587,34,101.82,44.61,749,448,115,0
1100056,RO,5873,15798,2783,0.92152,34,98.03,47.01,23,0,37,0
1101450,RO,1482,4078,2549,0.89528,34,110.24,37.82,78,63,0,0
4311627,RS,2310,6233,33,0.97038,34,101.68,39.3,4,0,0,0
4306767,RS,14472,39416,510,0.9649,34,96,48.27,58,0,0,0
4304408,RS,18302,48644,253,0.97545,34,92.72,47.73,58,0,0,0
4300604,RS,68775,186616,72,0.9738,34,91.23,47.91,233,0,54,0
4313375,RS,10271,28982,218,0.97027,34,98.94,45.47,15,0,0,0
4302055,RS,725,2082,132,0.88145,34,109.25,63.44,964,929,0,0
4300877,RS,3215,8524,35,0.96969,34,99.23,44.67,4,0,0,0
4219507,SC,19301,51380,377,0.9659,34,95.88,52.43,329,0,0,0
4204004,SC,3822,10566,199,0.96161,34,98.68,48.28,7,0,0,0
4208302,SC,27423,75690,58,0.98141,34,96.43,49.54,217,0,0,0
4219176,SC,1610,4570,300,0.94548,34,102.21,57.42,5,0,0,0
4210407,SC,2744,7749,63,0.96686,34,100.44,50.03,17,0,0,0
4202909,SC,50275,140884,285,0.98154,34,96.07,44.93,195,0,0,0
4204806,SC,14314,39975,950,0.94736,34,95.45,50.34,16,0,0,0
4212205,SC,6896,19143,765,0.96098,34,102.92,48.34,6,0,0,0
4219309,SC,20543,55305,384,0.97575,34,97.81,50.26,16,0,0,0
4208104,SC,7715,22011,1298,0.96683,34,106.12,49.19,43,25,0,0
4209102,SC,221964,612356,1128,0.98433,34,96.7,49.43,534,0,317,0
4216057,SC,1475,4289,346,0.92972,34,184.57,43.82,0,0,0,0
4216354,SC,1490,4459,152,0.96247,34,105.29,49.59,3,0,0,0
4202602,SC,3037,8408,1057,0.94406,34,101.1,54.81,1,0,0,0
4212270,SC,1337,4020,617,0.92142,34,103.94,51.97,11,0,0,0
4213005,SC,1175,3473,61,0.97427,34,100.64,56.3,5,0,0,0
4217709,SC,11048,29956,143,0.96757,34,94.81,47.75,13,0,0,0
4211207,SC,6400,18535,83,0.96434,34,97.85,42.14,8,0,0,0
4203709,SC,4490,12816,151,0.94298,34,102.86,49.53,4,0,0,0
4208500,SC,9514,26365,337,0.96958,34,99.63,51.36,26,0,10,0
4209904,SC,4659,12851,198,0.96423,34,99.37,50.33,9,0,0,0
4208906,SC,66380,181976,531,0.98564,34,97.89,43.65,95,0,0,0
4211108,SC,2676,7722,561,0.95347,34,104.39,49.08,0,0,0,0
4206306,SC,8367,24543,172,0.97822,34,100.71,43.63,21,0,0,0
4217402,SC,6835,20053,165,0.98007,34,100.27,37.42,19,0,0,0
4211751,SC,6307,17283,847,0.95677,34,98.4,48.16,6,0,0,0
4213708,SC,6072,17118,357,0.96195,34,100.97,49.23,34,0,0,0
4202305,SC,28300,76506,366,0.97148,34,95.79,46.24,453,202,0,0
4205506,SC,11916,33463,549,0.95708,34,97.87,49.27,100,0,19,0
4205902,SC,25852,72469,387,0.97991,34,97.76,47.49,85,0,0,0
2804706,SE,2244,6248,84,0.7722,34,100.19,51.68,17,0,1,0
2803708,SE,2486,6778,137,0.805,34,94.98,56.14,2,0,0,0
2806800,SE,3851,10316,102,0.79667,34,94.7,52.62,5,0,0,0
2800209,SE,7417,20089,360,0.77689,34,95.52,56.43,17,0,984,156
2801900,SE,1368,3818,128,0.78094,34,96.1,55.58,30,0,342,17
2806206,SE,7332,20267,248,0.8043,34,98.93,46.54,29,0,9,0
2802502,SE,1111,3036,20,0.85642,34,89.22,42.31,0,0,0,0
2807006,SE,1281,3426,145,0.73972,34,95.34,59.39,0,0,0,0
2802403,SE,3949,11054,657,0.72327,34,106.17,48.45,10,0,2,0
2805208,SE,2028,5663,156,0.78954,34,94.02,55.75,5,0,0,0
2805109,SE,2682,7384,33,0.7675,34,93.36,53.44,12,0,0,0
3531803,SP,22385,64586,241,0.95575,34,97.2,41.45,48,0,0,0
3543105,SP,1584,4604,148,0.9277,34,100.17,51.8,5,0,0,0
3550704,SP,28979,81435,402,0.95617,34,95.63,43.68,487,291,0,0
3535804,SP,6843,19353,1019,0.94307,34,103.26,49.43,9,0,0,0
3523602,SP,4788,13138,565,0.96509,34,143.23,63.72,8,0,0,0
3526506,SP,1837,4798,538,0.96515,34,286.63,103.17,6,0,0,0
3510609,SP,136793,386633,35,0.96621,34,92.48,45.97,420,0,0,0
3503604,SP,3400,10113,86,0.93716,34,101.67,44.6,2,0,0,0
3528700,SP,1383,3499,920,0.9358,34,165.72,77.37,4,0,0,0
3507308,SP,1635,4715,122,0.95104,34,103.06,55.07,6,0,0,0
3544202,SP,3005,7889,632,0.92593,34,158.57,65.46,3,0,0,0
3555703,SP,585,1603,79,0.93296,34,96.45,54.86,0,0,0,0
3556909,SP,2866,8109,95,0.93176,34,102.67,49.39,1,0,0,0
3556503,SP,40492,115557,35,0.96529,34,98.11,47.11,59,0,4,0
3514809,SP,4598,13055,1654,0.92381,34,100.51,55.76,112,91,2240,1386
3552502,SP,105752,306859,206,0.96614,34,93.55,44.68,339,0,0,0
3518800,SP,450559,1284053,319,0.96778,34,92.53,46.27,1640,0,2,0
3525854,SP,1002,3056,57,0.96266,34,99.22,57.19,1,0,0,0
3555356,SP,1922,5365,210,0.91898,34,105.01,54.29,4,0,0,0
3513504,SP,40091,112397,143,0.95453,34,92.33,45.48,180,0,0,0
